,Date,Portfolio_Value,Cash,Exposure,Total_Shares,Price
720,2017-11-08,119805.50100421906,119805.50100421906,0.0,0,38.398475646972656
721,2017-11-09,119805.50100421906,119805.50100421906,0.0,0,37.96683120727539
722,2017-11-10,119805.50100421906,119805.50100421906,0.0,0,37.893348693847656
723,2017-11-13,119805.50100421906,119805.50100421906,0.0,0,37.99437713623047
724,2017-11-14,119805.50100421906,119805.50100421906,0.0,0,37.746395111083984
725,2017-11-15,119805.50100421906,119805.50100421906,0.0,0,37.15863037109375
726,2017-11-16,119805.50100421906,119805.50100421906,0.0,0,38.077030181884766
727,2017-11-17,119805.50100421906,119805.50100421906,0.0,0,37.773963928222656
728,2017-11-20,119805.50100421906,119805.50100421906,0.0,0,37.911720275878906
729,2017-11-21,119805.50100421906,119805.50100421906,0.0,0,38.664817810058594
730,2017-11-22,119805.50100421906,119805.50100421906,0.0,0,38.582157135009766
731,2017-11-24,119805.50100421906,119805.50100421906,0.0,0,38.80255889892578
732,2017-11-27,119805.50100421906,119805.50100421906,0.0,0,38.76583480834961
733,2017-11-28,119805.50100421906,119805.50100421906,0.0,0,39.92302703857422
734,2017-11-29,119805.50100421906,119805.50100421906,0.0,0,39.84954833984375
735,2017-11-30,119805.50100421906,119805.50100421906,0.0,0,40.850608825683594
736,2017-12-01,119805.50100421906,119805.50100421906,0.0,0,40.63937759399414
737,2017-12-04,119805.50100421906,119805.50100421906,0.0,0,40.49243927001953
738,2017-12-05,119805.50100421906,119805.50100421906,0.0,0,40.042415618896484
739,2017-12-06,119805.50100421906,119805.50100421906,0.0,0,40.03322982788086
740,2017-12-07,119805.50100421906,119805.50100421906,0.0,0,40.41896438598633
741,2017-12-08,119805.50100421906,119805.50100421906,0.0,0,41.0802116394043
742,2017-12-11,119805.50100421906,119805.50100421906,0.0,0,41.456764221191406
743,2017-12-12,119805.50100421906,119805.50100421906,0.0,0,41.68635940551758
744,2017-12-13,119805.50100421906,119805.50100421906,0.0,0,41.6425666809082
745,2017-12-14,119805.50100421906,119805.50100421906,0.0,0,41.137969970703125
746,2017-12-15,119805.50100421906,119805.50100421906,0.0,0,42.147159576416016
747,2017-12-18,119805.50100421906,119805.50100421906,0.0,0,42.97543716430664
748,2017-12-19,119805.50100421906,119805.50100421906,0.0,0,42.49342346191406
749,2017-12-20,119805.50100421906,119805.50100421906,0.0,0,42.39796829223633
750,2017-12-21,119805.50100421906,119805.50100421906,0.0,0,42.61750030517578
751,2017-12-22,119805.50100421906,119805.50100421906,0.0,0,42.56977844238281
752,2017-12-26,119805.50100421906,119805.50100421906,0.0,0,42.41705322265625
753,2017-12-27,119805.50100421906,119805.50100421906,0.0,0,42.49342346191406
754,2017-12-28,119805.50100421906,119805.50100421906,0.0,0,42.70341110229492
755,2017-12-29,119805.50100421906,119805.50100421906,0.0,0,42.312076568603516
756,2018-01-02,119805.50100421906,119805.50100421906,0.0,0,43.13291931152344
757,2018-01-03,119805.50100421906,119805.50100421906,0.0,0,43.896507263183594
758,2018-01-04,119805.50100421906,119805.50100421906,0.0,0,44.45010757446289
759,2018-01-05,119805.50100421906,119805.50100421906,0.0,0,45.29004669189453
760,2018-01-08,119805.50100421906,119805.50100421906,0.0,0,45.56684875488281
761,2018-01-09,119805.50100421906,119805.50100421906,0.0,0,45.8818244934082
762,2018-01-10,119805.50100421906,119805.50100421906,0.0,0,45.61457061767578
763,2018-01-11,119805.50100421906,119805.50100421906,0.0,0,46.64540481567383
764,2018-01-12,119805.50100421906,119805.50100421906,0.0,0,47.55215835571289
765,2018-01-16,119805.50100421906,119805.50100421906,0.0,0,47.046287536621094
766,2018-01-17,119805.50100421906,119805.50100421906,0.0,0,48.35391616821289
767,2018-01-18,119805.50100421906,119805.50100421906,0.0,0,48.16303253173828
768,2018-01-19,119805.50100421906,119805.50100421906,0.0,0,48.76435470581055
769,2018-01-22,119805.50100421906,119805.50100421906,0.0,0,49.96699523925781
770,2018-01-23,119805.50100421906,119805.50100421906,0.0,0,50.30105972290039
771,2018-01-24,119805.50100421906,119805.50100421906,0.0,0,50.22470474243164
772,2018-01-25,119805.50100421906,119805.50100421906,0.0,0,50.29151916503906
773,2018-01-26,119805.50100421906,119805.50100421906,0.0,0,52.00003433227539
774,2018-01-29,119805.50100421906,119805.50100421906,0.0,0,50.978736877441406
775,2018-01-30,119805.50100421906,119805.50100421906,0.0,0,49.35612487792969
776,2018-01-31,119805.50100421906,119805.50100421906,0.0,0,49.4802131652832
777,2018-02-01,119805.50100421906,119805.50100421906,0.0,0,49.27976608276367
778,2018-02-02,119805.50100421906,119805.50100421906,0.0,0,46.07271957397461
779,2018-02-05,119805.50100421906,99841.64949512482,0.19963851509094238,494,40.412654876708984
780,2018-02-06,120913.55621051788,99841.64949512482,0.19963851509094238,494,42.65568161010742
781,2018-02-07,120550.4885225296,99841.64949512482,0.19963851509094238,494,41.92072677612305
782,2018-02-08,118249.51143360138,84861.97237110138,0.34943528633117676,896,37.26287841796875
783,2018-02-09,119780.33760547638,84861.97237110138,0.34943528633117676,896,38.97138977050781
784,2018-02-12,121148.68037891388,84861.97237110138,0.34943528633117676,896,40.498558044433594
785,2018-02-13,121473.67110157013,84861.97237110138,0.34943528633117676,896,40.861270904541016
786,2018-02-14,122936.07979297638,84861.97237110138,0.34943528633117676,896,42.49342346191406
787,2018-02-15,124364.27119922638,84861.97237110138,0.34943528633117676,896,44.08738708496094
788,2018-02-16,124372.83662891388,84861.97237110138,0.34943528633117676,896,44.096946716308594
789,2018-02-20,123663.00996875763,84861.97237110138,0.34943528633117676,896,43.30472946166992
790,2018-02-21,123021.60078907013,84861.97237110138,0.34943528633117676,896,42.588871002197266
791,2018-02-22,123209.74971485138,84861.97237110138,0.34943528633117676,896,42.798858642578125
792,2018-02-23,125039.89766407013,84861.97237110138,0.34943528633117676,896,44.841434478759766
793,2018-02-26,126442.45430469513,84861.97237110138,0.34943528633117676,896,46.40678787231445
794,2018-02-27,124868.85567188263,84861.97237110138,0.34943528633117676,896,44.65053939819336
795,2018-02-28,123543.27510547638,84861.97237110138,0.34943528633117676,896,43.17109680175781
796,2018-03-01,121961.13155078888,84861.97237110138,0.34943528633117676,896,41.405311584472656
797,2018-03-02,122542.68867969513,84861.97237110138,0.34943528633117676,896,42.05437088012695
798,2018-03-05,123799.84492969513,84861.97237110138,0.34943528633117676,896,43.45744705200195
799,2018-03-06,124107.72188282013,84861.97237110138,0.34943528633117676,896,43.80105972290039
800,2018-03-07,124082.07002735138,84861.97237110138,0.34943528633117676,896,43.772430419921875
801,2018-03-08,124637.94453907013,84861.97237110138,0.34943528633117676,896,44.392826080322266
802,2018-03-09,126673.36201953888,84861.97237110138,0.34943528633117676,896,46.66449737548828
803,2018-03-12,126527.97871875763,84861.97237110138,0.34943528633117676,896,46.50223922729492
804,2018-03-13,125698.41719532013,84861.97237110138,0.34943528633117676,896,45.57638931274414
805,2018-03-14,125074.11836719513,84861.97237110138,0.34943528633117676,896,44.8796272277832
806,2018-03-15,124928.72139453888,84861.97237110138,0.34943528633117676,896,44.71735382080078
807,2018-03-16,125022.79414844513,84861.97237110138,0.34943528633117676,896,44.82234573364258
808,2018-03-19,123389.33662891388,84861.97237110138,0.34943528633117676,896,42.999290466308594
809,2018-03-20,123577.48897266388,84861.97237110138,0.34943528633117676,896,43.20928192138672
810,2018-03-21,123380.79170703888,84861.97237110138,0.34943528633117676,896,42.98975372314453
811,2018-03-22,120515.81612110138,84861.97237110138,0.34943528633117676,896,39.792236328125
812,2018-03-23,118155.44209766388,84861.97237110138,0.34943528633117676,896,37.15789031982422
813,2018-03-26,120943.42793750763,84861.97237110138,0.34943528633117676,896,40.26948165893555
814,2018-03-27,119002.09004688263,84861.97237110138,0.34943528633117676,896,38.10280990600586
815,2018-03-28,118762.64082813263,84861.97237110138,0.34943528633117676,896,37.835567474365234
816,2018-03-29,120173.74239063263,84861.97237110138,0.34943528633117676,896,39.410457611083984
817,2018-04-02,117719.27852344513,84861.97237110138,0.34943528633117676,896,36.67110061645508
818,2018-04-03,119010.64864063263,84861.97237110138,0.34943528633117676,896,38.112361907958984
819,2018-04-04,120113.86641407013,84861.97237110138,0.34943528633117676,896,39.343631744384766
820,2018-04-05,120866.45869922638,84861.97237110138,0.34943528633117676,896,40.18357849121094
821,2018-04-06,118506.07442188263,84861.97237110138,0.34943528633117676,896,37.54922103881836
822,2018-04-09,118890.91377735138,84861.97237110138,0.34943528633117676,896,37.978729248046875
823,2018-04-10,120601.34053516388,84861.97237110138,0.34943528633117676,896,39.88768768310547
824,2018-04-11,119985.58662891388,84861.97237110138,0.34943528633117676,896,39.200462341308594
825,2018-04-12,120875.01045703888,84861.97237110138,0.34943528633117676,896,40.19312286376953
826,2018-04-13,120550.03682422638,84861.97237110138,0.34943528633117676,896,39.83042907714844
827,2018-04-16,121405.23994922638,84861.97237110138,0.34943528633117676,896,40.78489685058594
828,2018-04-17,122568.34053516388,84861.97237110138,0.34943528633117676,896,42.08300018310547
829,2018-04-18,122636.75459766388,84861.97237110138,0.34943528633117676,896,42.15935516357422
830,2018-04-19,122021.00069141388,84861.97237110138,0.34943528633117676,896,41.472129821777344
831,2018-04-20,121054.61104297638,84861.97237110138,0.34943528633117676,896,40.39356994628906
832,2018-04-23,121028.95235157013,84861.97237110138,0.34943528633117676,896,40.364933013916016
833,2018-04-24,119617.85420703888,84861.97237110138,0.34943528633117676,896,38.79004669189453
834,2018-04-25,119814.54463672638,84861.97237110138,0.34943528633117676,896,39.00956726074219
835,2018-04-26,120866.45869922638,84861.97237110138,0.34943528633117676,896,40.18357849121094
836,2018-04-27,120951.98653125763,84861.97237110138,0.34943528633117676,896,40.27903366088867
837,2018-04-30,120113.86641407013,84861.97237110138,0.34943528633117676,896,39.343631744384766
838,2018-05-01,120302.01533985138,84861.97237110138,0.34943528633117676,896,39.553619384765625
839,2018-05-02,119549.43672657013,84861.97237110138,0.34943528633117676,896,38.713687896728516
840,2018-05-03,119327.07735157013,84861.97237110138,0.34943528633117676,896,38.465518951416016
841,2018-05-04,120652.65791797638,84861.97237110138,0.34943528633117676,896,39.94496154785156
842,2018-05-07,120994.73506641388,84861.97237110138,0.34943528633117676,896,40.326744079589844
843,2018-05-08,121003.28682422638,84861.97237110138,0.34943528633117676,896,40.33628845214844
844,2018-05-09,122038.10420703888,84861.97237110138,0.34943528633117676,896,41.49121856689453
845,2018-05-10,123107.12520313263,84861.97237110138,0.34943528633117676,896,42.684322357177734
846,2018-05-11,123320.92598438263,84861.97237110138,0.34943528633117676,896,42.92293930053711
847,2018-05-14,123440.65401172638,84861.97237110138,0.34943528633117676,896,43.05656433105469
848,2018-05-15,122670.95821094513,84861.97237110138,0.34943528633117676,896,42.19752883911133
849,2018-05-16,123166.98750782013,84861.97237110138,0.34943528633117676,896,42.75113296508789
850,2018-05-17,123047.25264453888,84861.97237110138,0.34943528633117676,896,42.61750030517578
851,2018-05-18,122756.47578907013,84861.97237110138,0.34943528633117676,896,42.292972564697266
852,2018-05-21,123586.04073047638,84861.97237110138,0.34943528633117676,896,43.21882629394531
853,2018-05-22,123261.06367969513,84861.97237110138,0.34943528633117676,896,42.85612869262695
854,2018-05-23,123586.04073047638,84861.97237110138,0.34943528633117676,896,43.21882629394531
855,2018-05-24,123363.67451953888,84861.97237110138,0.34943528633117676,896,42.97064971923828
856,2018-05-25,123047.25264453888,84861.97237110138,0.34943528633117676,896,42.61750030517578
857,2018-05-29,121764.43086719513,84861.97237110138,0.34943528633117676,896,41.1857795715332
858,2018-05-30,123192.63936328888,84861.97237110138,0.34943528633117676,896,42.779762268066406
859,2018-05-31,122405.85030078888,84861.97237110138,0.34943528633117676,896,41.901649475097656
860,2018-06-01,123577.48897266388,84861.97237110138,0.34943528633117676,896,43.20928192138672
861,2018-06-04,124124.82539844513,84861.97237110138,0.34943528633117676,896,43.82014846801758
862,2018-06-05,124210.34981250763,84861.97237110138,0.34943528633117676,896,43.91559982299805
863,2018-06-06,125202.39473438263,84861.97237110138,0.34943528633117676,896,45.02279281616211
864,2018-06-07,125133.98067188263,84861.97237110138,0.34943528633117676,896,44.94643783569336
865,2018-06-08,125476.05782032013,84861.97237110138,0.34943528633117676,896,45.32822036743164
866,2018-06-11,125655.65840625763,84861.97237110138,0.34943528633117676,896,45.52866744995117
867,2018-06-12,125852.36592578888,84861.97237110138,0.34943528633117676,896,45.748207092285156
868,2018-06-13,125381.98506641388,84861.97237110138,0.34943528633117676,896,45.223228454589844
869,2018-06-14,125698.41719532013,84861.97237110138,0.34943528633117676,896,45.57638931274414
870,2018-06-15,125535.92696094513,84861.97237110138,0.34943528633117676,896,45.39503860473633
871,2018-06-18,125253.70869922638,84861.97237110138,0.34943528633117676,896,45.08006286621094
872,2018-06-19,124803.73311328888,84861.97237110138,0.34943528633117676,896,44.577857971191406
873,2018-06-20,125034.70918750763,84861.97237110138,0.34943528633117676,896,44.83564376831055
874,2018-06-21,124256.22920703888,84861.97237110138,0.34943528633117676,896,43.96680450439453
875,2018-06-22,124427.32588672638,84861.97237110138,0.34943528633117676,896,44.15776062011719
876,2018-06-25,122844.71065235138,84861.97237110138,0.34943528633117676,896,42.391448974609375
877,2018-06-26,123058.57979297638,84861.97237110138,0.34943528633117676,896,42.63014221191406
878,2018-06-27,122091.89961719513,84861.97237110138,0.34943528633117676,896,41.5512580871582
879,2018-06-28,122793.38301563263,84861.97237110138,0.34943528633117676,896,42.334163665771484
880,2018-06-29,122964.47627735138,84861.97237110138,0.34943528633117676,896,42.525115966796875
881,2018-07-02,123075.68672657013,84861.97237110138,0.34943528633117676,896,42.649234771728516
882,2018-07-03,122647.95186328888,84861.97237110138,0.34943528633117676,896,42.171852111816406
883,2018-07-05,123580.41475391388,84861.97237110138,0.34943528633117676,896,43.212547302246094
884,2018-07-06,124529.98457813263,84861.97237110138,0.34943528633117676,896,44.272335052490234
885,2018-07-09,125650.64082813263,84861.97237110138,0.34943528633117676,896,45.523067474365234
886,2018-07-10,126044.15840625763,84861.97237110138,0.34943528633117676,896,45.96226119995117
887,2018-07-11,125214.35078907013,84861.97237110138,0.34943528633117676,896,45.036136627197266
888,2018-07-12,126232.35518360138,84861.97237110138,0.34943528633117676,896,46.17230224609375
889,2018-07-13,126309.34834766388,84861.97237110138,0.34943528633117676,896,46.25823211669922
890,2018-07-16,126223.80342578888,84861.97237110138,0.34943528633117676,896,46.162757873535156
891,2018-07-17,126719.97627735138,84861.97237110138,0.34943528633117676,896,46.716522216796875
892,2018-07-18,126968.06612110138,84861.97237110138,0.34943528633117676,896,46.993408203125
893,2018-07-19,126471.88643360138,84861.97237110138,0.34943528633117676,896,46.43963623046875
894,2018-07-20,126360.68623828888,84861.97237110138,0.34943528633117676,896,46.315528869628906
895,2018-07-23,126583.09346485138,84861.97237110138,0.34943528633117676,896,46.563751220703125
896,2018-07-24,127130.59737110138,84861.97237110138,0.34943528633117676,896,47.1748046875
897,2018-07-25,128302.59151172638,84861.97237110138,0.34943528633117676,896,48.48283386230469
898,2018-07-26,127917.63936328888,84861.97237110138,0.34943528633117676,896,48.053199768066406
899,2018-07-27,127062.16280078888,84861.97237110138,0.34943528633117676,896,47.098426818847656
900,2018-07-30,126335.01729297638,84861.97237110138,0.34943528633117676,896,46.28688049316406
901,2018-07-31,126942.40059375763,84861.97237110138,0.34943528633117676,896,46.96476364135742
902,2018-08-01,126805.52461719513,84861.97237110138,0.34943528633117676,896,46.8120002746582
903,2018-08-02,127404.35274219513,84861.97237110138,0.34943528633117676,896,47.4803352355957
904,2018-08-03,127986.07051563263,84861.97237110138,0.34943528633117676,896,48.129573822021484
905,2018-08-06,128456.57100391388,84861.97237110138,0.34943528633117676,896,48.654685974121094
906,2018-08-07,128867.20235157013,84861.97237110138,0.34943528633117676,896,49.112979888916016
907,2018-08-08,128815.86446094513,84861.97237110138,0.34943528633117676,896,49.05568313598633
908,2018-08-09,128627.66084766388,84861.97237110138,0.34943528633117676,896,48.84563446044922
909,2018-08-10,127720.87373828888,84861.97237110138,0.34943528633117676,896,47.833595275878906
910,2018-08-13,127224.69746875763,84861.97237110138,0.34943528633117676,896,47.27982711791992
911,2018-08-14,128020.28438282013,84861.97237110138,0.34943528633117676,896,48.16775894165039
912,2018-08-15,127087.82832813263,84861.97237110138,0.34943528633117676,896,47.127071380615234
913,2018-08-16,128071.61201953888,84861.97237110138,0.34943528633117676,896,48.22504425048828
914,2018-08-17,128490.79854297638,84861.97237110138,0.34943528633117676,896,48.69288635253906
915,2018-08-20,128781.65401172638,84861.97237110138,0.34943528633117676,896,49.01750183105469
916,2018-08-21,129055.40254688263,84861.97237110138,0.34943528633117676,896,49.32302474975586
917,2018-08-22,129012.63350391388,84861.97237110138,0.34943528633117676,896,49.275291442871094
918,2018-08-23,128807.32295703888,84861.97237110138,0.34943528633117676,896,49.04615020751953
919,2018-08-24,129560.13399219513,84861.97237110138,0.34943528633117676,896,49.8863410949707
920,2018-08-27,130612.35567188263,84861.97237110138,0.34943528633117676,896,51.06069564819336
921,2018-08-28,130740.67305469513,84861.97237110138,0.34943528633117676,896,51.20390701293945
922,2018-08-29,131442.16328907013,84861.97237110138,0.34943528633117676,896,51.986820220947266
923,2018-08-30,130843.32149219513,84861.97237110138,0.34943528633117676,896,51.3184700012207
924,2018-08-31,130843.32149219513,84861.97237110138,0.34943528633117676,896,51.3184700012207
925,2018-09-04,130629.46260547638,84861.97237110138,0.34943528633117676,896,51.07978820800781
926,2018-09-05,130278.71748828888,84861.97237110138,0.34943528633117676,896,50.688331604003906
927,2018-09-06,129859.54121875763,84861.97237110138,0.34943528633117676,896,50.22050094604492
928,2018-09-07,129508.79268360138,84861.97237110138,0.34943528633117676,896,49.82904052734375
929,2018-09-10,129765.44112110138,84861.97237110138,0.34943528633117676,896,50.115478515625
930,2018-09-11,130244.50020313263,84861.97237110138,0.34943528633117676,896,50.650142669677734
931,2018-09-12,130261.61739063263,84861.97237110138,0.34943528633117676,896,50.669246673583984
932,2018-09-13,131005.85957813263,84861.97237110138,0.34943528633117676,896,51.499874114990234
933,2018-09-14,131022.96992969513,84861.97237110138,0.34943528633117676,896,51.51897048950195
934,2018-09-17,130278.71748828888,84861.97237110138,0.34943528633117676,896,50.688331604003906
935,2018-09-18,130988.74580860138,84861.97237110138,0.34943528633117676,896,51.48077392578125
936,2018-09-19,131159.85274219513,84861.97237110138,0.34943528633117676,896,51.6717414855957
937,2018-09-20,132237.73653125763,84861.97237110138,0.34943528633117676,896,52.87473678588867
938,2018-09-21,132126.52608203888,84861.97237110138,0.34943528633117676,896,52.75061798095703
939,2018-09-24,131681.68770313263,84861.97237110138,0.34943528633117676,896,52.254146575927734
940,2018-09-25,131505.09151172638,84861.97237110138,0.34943528633117676,896,52.05705261230469
941,2018-09-26,131067.88545703888,84861.97237110138,0.34943528633117676,896,51.56909942626953
942,2018-09-27,131445.08907032013,84861.97237110138,0.34943528633117676,896,51.99008560180664
943,2018-09-28,131427.93428516388,84861.97237110138,0.34943528633117676,896,51.97093963623047
944,2018-10-01,131916.57393360138,84861.97237110138,0.34943528633117676,896,52.51629638671875
945,2018-10-02,131839.42012500763,84861.97237110138,0.34943528633117676,896,52.4301872253418
946,2018-10-03,131942.29073047638,84861.97237110138,0.34943528633117676,896,52.54499816894531
947,2018-10-04,130819.28633594513,84861.97237110138,0.34943528633117676,896,51.29164505004883
948,2018-10-05,130116.34346485138,84861.97237110138,0.34943528633117676,896,50.507110595703125
949,2018-10-08,130004.89375782013,84861.97237110138,0.34943528633117676,896,50.38272476196289
950,2018-10-09,129833.44844532013,84861.97237110138,0.34943528633117676,896,50.19137954711914
951,2018-10-10,125572.90254688263,84861.97237110138,0.34943528633117676,896,45.43630599975586
952,2018-10-11,122812.55098438263,84861.97237110138,0.34943528633117676,896,42.35555648803711
953,2018-10-12,124441.33272266388,84861.97237110138,0.34943528633117676,896,44.17339324951172
954,2018-10-15,123738.37617969513,84861.97237110138,0.34943528633117676,896,43.38884353637695
955,2018-10-16,126198.69502735138,84861.97237110138,0.34943528633117676,896,46.134735107421875
956,2018-10-17,126250.13203907013,84861.97237110138,0.34943528633117676,896,46.192142486572266
957,2018-10-18,124509.90742969513,84861.97237110138,0.34943528633117676,896,44.24992752075195
958,2018-10-19,124347.02754688263,84861.97237110138,0.34943528633117676,896,44.06814193725586
959,2018-10-22,123884.11836719513,84861.97237110138,0.34943528633117676,896,43.5515022277832
960,2018-10-23,123215.45772266388,84861.97237110138,0.34943528633117676,896,42.80522918701172
961,2018-10-24,119743.58076953888,84861.97237110138,0.34943528633117676,896,38.93036651611328
962,2018-10-25,121655.24727344513,84861.97237110138,0.34943528633117676,896,41.06392288208008
963,2018-10-26,119632.14131641388,84861.97237110138,0.34943528633117676,896,38.805992126464844
964,2018-10-29,119040.63448047638,84861.97237110138,0.34943528633117676,896,38.14582824707031
965,2018-10-30,120626.55830860138,84861.97237110138,0.34943528633117676,896,39.91583251953125
966,2018-10-31,121732.40108203888,84861.97237110138,0.34943528633117676,896,41.15003204345703
967,2018-11-01,122915.42158985138,84861.97237110138,0.34943528633117676,896,42.470367431640625
968,2018-11-02,122135.32149219513,84861.97237110138,0.34943528633117676,896,41.5997200012207
969,2018-11-05,122786.83418750763,84861.97237110138,0.34943528633117676,896,42.32685470581055
970,2018-11-06,123506.92842578888,84861.97237110138,0.34943528633117676,896,43.130531311035156
971,2018-11-07,125915.80342578888,84861.97237110138,0.34943528633117676,896,45.819007873535156
972,2018-11-08,125718.64131641388,84861.97237110138,0.34943528633117676,896,45.598960876464844
973,2018-11-09,124578.48897266388,84861.97237110138,0.34943528633117676,896,44.32646942138672
974,2018-11-12,122272.47774219513,84861.97237110138,0.34943528633117676,896,41.7527961730957
975,2018-11-13,122066.74678516388,84861.97237110138,0.34943528633117676,896,41.52318572998047
976,2018-11-14,121312.36006641388,84861.97237110138,0.34943528633117676,896,40.681236267089844
977,2018-11-15,122469.64326953888,84861.97237110138,0.34943528633117676,896,41.97284698486328
978,2018-11-16,122683.95674610138,84861.97237110138,0.34943528633117676,896,42.2120361328125
979,2018-11-19,120935.16670703888,84861.97237110138,0.34943528633117676,896,40.26026153564453
980,2018-11-20,118834.89668750763,84861.97237110138,0.34943528633117676,896,37.91621017456055
981,2018-11-21,119160.65303516388,84861.97237110138,0.34943528633117676,896,38.27977752685547
982,2018-11-23,118466.27901172638,84861.97237110138,0.34943528633117676,896,37.50480651855469
983,2018-11-26,120009.32442188263,84861.97237110138,0.34943528633117676,896,39.22695541381836
984,2018-11-27,120352.23555469513,84861.97237110138,0.34943528633117676,896,39.60966873168945
985,2018-11-28,122812.55098438263,84861.97237110138,0.34943528633117676,896,42.35555648803711
986,2018-11-29,122555.36592578888,84861.97237110138,0.34943528633117676,896,42.068519592285156
987,2018-11-30,123318.33174610138,84861.97237110138,0.34943528633117676,896,42.9200439453125
988,2018-12-03,124724.21748828888,84861.97237110138,0.34943528633117676,896,44.489112854003906
989,2018-12-04,120952.30782032013,84861.97237110138,0.34943528633117676,896,40.27939224243164
990,2018-12-06,120746.57344532013,84861.97237110138,0.34943528633117676,896,40.04977798461914
991,2018-12-07,118200.53194141388,84861.97237110138,0.34943528633117676,896,37.208213806152344
992,2018-12-10,118363.40498828888,84861.97237110138,0.34943528633117676,896,37.389991760253906
993,2018-12-11,118371.98067188263,84861.97237110138,0.34943528633117676,896,37.39956283569336
994,2018-12-12,118886.33711719513,84861.97237110138,0.34943528633117676,896,37.9736213684082
995,2018-12-13,118817.74873828888,84861.97237110138,0.34943528633117676,896,37.897071838378906
996,2018-12-14,116957.51241016388,84861.97237110138,0.34943528633117676,896,35.82091522216797
997,2018-12-17,115097.27266407013,84861.97237110138,0.34943528633117676,896,33.744754791259766
998,2018-12-18,114951.54073047638,84861.97237110138,0.34943528633117676,896,33.58210754394531
999,2018-12-19,113468.4892168045,84861.97237110138,0.34943528633117676,896,31.926916122436523
1000,2018-12-20,112191.18916797638,64883.58285999298,0.5492191814422608,1551,30.501358032226562
1001,2018-12-21,109267.85260105133,64883.58285999298,0.5492191814422608,1551,28.61655044555664
1002,2018-12-24,105750.94838619232,64883.58285999298,0.5492191814422608,1551,26.349042892456055
1003,2018-12-26,111671.80971050262,64883.58285999298,0.5492191814422608,1551,30.16649055480957
1004,2018-12-27,112983.35917568207,64883.58285999298,0.5492191814422608,1551,31.01210594177246
1005,2018-12-28,112699.52234172821,64883.58285999298,0.5492191814422608,1551,30.829103469848633
1006,2018-12-31,114028.99613285065,64883.58285999298,0.5492191814422608,1551,31.686275482177734
1007,2019-01-02,114073.82026004791,64883.58285999298,0.5492191814422608,1551,31.71517562866211
1008,2019-01-03,110428.98150157928,64883.58285999298,0.5492191814422608,1551,29.365182876586914
1009,2019-01-04,115029.81192111969,64883.58285999298,0.5492191814422608,1551,32.331546783447266
1010,2019-01-07,116239.79710865021,64883.58285999298,0.5492191814422608,1551,33.11167907714844
1011,2019-01-08,117629.01372241974,64883.58285999298,0.5492191814422608,1551,34.00736999511719
1012,2019-01-09,118405.78579044342,64883.58285999298,0.5492191814422608,1551,34.5081901550293
1013,2019-01-10,119003.29093265533,64883.58285999298,0.5492191814422608,1551,34.893428802490234
1014,2019-01-11,119018.23625278473,64883.58285999298,0.5492191814422608,1551,34.9030647277832
1015,2019-01-14,118032.34211826324,64883.58285999298,0.5492191814422608,1551,34.26741409301758
1016,2019-01-15,119869.68167209625,64883.58285999298,0.5492191814422608,1551,35.452030181884766
1017,2019-01-16,120183.3795633316,64883.58285999298,0.5492191814422608,1551,35.6542854309082
1018,2019-01-17,121512.8385629654,64883.58285999298,0.5492191814422608,1551,36.51144790649414
1019,2019-01-18,123663.89375782013,64883.58285999298,0.5492191814422608,1551,37.89833068847656
1020,2019-01-22,121363.46819400787,64883.58285999298,0.5492191814422608,1551,36.41514205932617
1021,2019-01-23,121587.52374744415,64883.58285999298,0.5492191814422608,1551,36.559600830078125
1022,2019-01-24,121736.91778278351,64883.58285999298,0.5492191814422608,1551,36.655921936035156
1023,2019-01-25,123290.43825244904,64883.58285999298,0.5492191814422608,1551,37.65754699707031
1024,2019-01-28,121856.40934467316,64883.58285999298,0.5492191814422608,1551,36.73296356201172
1025,2019-01-29,121557.65085697174,64883.58285999298,0.5492191814422608,1551,36.540340423583984
1026,2019-01-30,124246.46541309357,64883.58285999298,0.5492191814422608,1551,38.27394104003906
1027,2019-01-31,125829.87060642242,64883.58285999298,0.5492191814422608,1551,39.29483413696289
1028,2019-02-01,125874.68881702423,64883.58285999298,0.5492191814422608,1551,39.32373046875
1029,2019-02-04,127159.34143924713,64883.58285999298,0.5492191814422608,1551,40.15200424194336
1030,2019-02-05,127936.10759067535,64883.58285999298,0.5492191814422608,1551,40.6528205871582
1031,2019-02-06,127697.10080051422,64883.58285999298,0.5492191814422608,1551,40.498722076416016
1032,2019-02-07,125859.7494134903,64883.58285999298,0.5492191814422608,1551,39.3140983581543
1033,2019-02-08,126038.99858951569,64883.58285999298,0.5492191814422608,1551,39.42966842651367
1034,2019-02-11,126173.44138813019,64883.58285999298,0.5492191814422608,1551,39.51634979248047
1035,2019-02-12,128533.63048267365,64883.58285999298,0.5492191814422608,1551,41.03807067871094
1036,2019-02-13,129086.32333087921,64883.58285999298,0.5492191814422608,1551,41.39441680908203
1037,2019-02-14,128653.11021137238,64883.58285999298,0.5492191814422608,1551,41.11510467529297
1038,2019-02-15,130714.5289850235,64883.58285999298,0.5492191814422608,1551,42.44419479370117
1039,2019-02-19,131058.10568332672,64883.58285999298,0.5492191814422608,1551,42.665714263916016
1040,2019-02-20,131446.48284244537,64883.58285999298,0.5492191814422608,1551,42.91611862182617
1041,2019-02-21,130714.5289850235,64883.58285999298,0.5492191814422608,1551,42.44419479370117
