Date,Close,High,Low,Open,Volume
2020-02-07,69.92796325683594,70.84204918825701,69.57788526808503,70.31693220513063,3236700
2020-02-10,71.4449691772461,71.50331304077162,69.28615719750859,69.29588364779876,2504100
2020-02-11,71.88255310058594,72.98141183982784,71.50330320164076,72.4368419851294,3879500
2020-02-12,73.22453308105469,73.39957209522159,72.61189282191657,72.86472860218163,2869600
2020-02-13,73.0008544921875,73.68155751032174,71.99924544303006,72.23262827508945,4065400
2020-02-14,73.30231475830078,73.360666036323,72.38822881916752,73.2245254194498,2484100
2020-02-18,72.64105987548828,72.98141884953056,71.72697390210729,72.61188794493779,3819000
2020-02-19,73.73991394042969,74.22613253570756,73.1953440687257,73.37038305979003,2099700
2020-02-20,72.8647232055664,73.94412914313304,70.70591133043314,73.36066827882586,5317200
2020-02-21,70.51142883300781,72.05760053788906,69.97658536452886,71.87284250077529,4788400
2020-02-24,63.50987243652344,65.64923877105932,62.78054452183996,63.97664556632804,8863300
2020-02-25,57.77249526977539,64.8032159468858,57.15985878061326,64.48230988271158,11042800
2020-02-26,57.05289077758789,60.748155236982306,56.634746179468536,58.54072226913169,11818100
2020-02-27,49.448429107666016,56.02210652028546,49.4387063680718,53.69798225415512,16237200
2020-02-28,48.87468338012695,48.87468338012695,43.38041639933926,44.994661716943384,20096800
2020-03-02,54.9621467590332,54.99131868573088,47.80500892434745,49.69153561171331,14869400
2020-03-03,50.28472900390625,57.48076609432362,48.787174757646106,55.21498553490427,15354400
2020-03-04,56.556949615478516,56.67364104536716,51.80173211503739,53.23121604199957,10415800
2020-03-05,50.868186950683594,54.18419737289951,49.594292991349,52.287944251907874,13031000
2020-03-06,48.33012390136719,49.01083060327015,44.68348482997962,46.190761570909196,13626900
2020-03-09,37.10820007324219,41.86341696094384,36.67060263060485,38.75161745830999,18924200
2020-03-10,42.78723907470703,42.78723907470703,36.709506251595236,41.221614505944835,21643600
2020-03-11,36.553916931152344,39.860205115197815,35.007741531783104,39.36426003281411,20910500
2020-03-12,26.071041107177734,33.44211509225505,26.022419988539184,28.686897724065627,33980800
2020-03-13,33.10176467895508,33.218456109570276,26.450293781029764,30.83598411965065,31641100
2020-03-16,21.889562606811523,28.035365698247407,21.393619389304426,22.463300729725017,42234500
2020-03-17,25.468135833740234,26.002975657805766,20.887954749712925,23.066214286752572,41179900
2020-03-18,21.627004623413086,23.037039404293274,17.87339617442103,20.84905555072002,54281500
2020-03-19,21.41306495666504,23.144001772809837,19.351497530008434,21.014365902062483,50720300
2020-03-20,18.593002319335938,22.784206636762963,18.48603362092468,22.366058293639302,39904400
2020-03-23,17.066272735595703,18.76803789717042,16.05493897548668,18.476307468525487,58496200
2020-03-24,21.811765670776367,21.96735546710408,19.6237820732941,19.915512477714397,51313500
2020-03-25,22.628616333007812,25.25419592049513,20.819882368124563,22.18129421216728,56013000
2020-03-26,26.654502868652344,27.082375745797016,23.319043055345627,23.464908260915465,48482500
2020-03-27,24.213685989379883,26.528087571733504,23.513531870776575,24.22341058398536,42155000
2020-03-30,26.53781509399414,26.800371758200185,24.281758975608206,24.865221732867035,32979600
2020-03-31,25.331987380981445,27.130996505385937,24.952737480539625,26.255803428717364,43213400
2020-04-01,21.96735954284668,23.532984245498294,21.306101858378245,22.511923931030147,38189600
2020-04-02,23.45518684387207,23.727468081681224,21.558933500213744,21.743697093567686,41577900
2020-04-03,22.4730224609375,23.892779767374154,21.656175130875425,23.173176520372156,40390100
2020-04-06,27.024032592773438,28.015917197411802,24.787425761458028,25.098605390738843,39068200
2020-04-07,27.014301300048828,30.155272454701752,26.98512752149526,29.863540233495403,47873300
2020-04-08,29.76630210876465,30.19417312441017,27.208791335196825,27.908947278574388,38576100
2020-04-09,31.098539352416992,32.100148421504095,30.242795483657687,30.95267415208919,44859400
2020-04-13,30.23307228088379,30.89432986456029,28.85221140167013,30.806810369380948,35165200
2020-04-14,32.94617462158203,33.24762779087681,31.672280505929955,32.04180769459036,30687900
2020-04-15,30.826257705688477,31.47778880099349,30.03858229641145,30.797083924123047,27931700
2020-04-16,31.293031692504883,31.575039391522616,30.174729201275625,31.293031692504883,34532500
2020-04-17,33.80192184448242,34.015859256075764,32.391890604956785,33.41294911651316,31562100
2020-04-20,32.032081604003906,33.67550292674181,31.925116622781335,32.37243686643331,28604900
2020-04-21,29.114770889282227,30.80681142969177,28.764692896515836,30.340042009187783,33679400
2020-04-22,31.030467987060547,31.61392876839959,30.32058934292855,30.77763411625122,18343000
2020-04-23,30.97212791442871,32.63499663713373,30.904057601207363,31.47779389326312,30495300
2020-04-24,32.32381057739258,32.5474706634554,30.806807378099812,31.55558438425087,23981300
2020-04-27,33.70466995239258,34.10336901755107,32.86837344753498,33.04341242341462,21158100
2020-04-28,33.257354736328125,35.231401169407405,33.111487664811825,35.114709737926596,31452400
2020-04-29,35.8245849609375,36.4177722193862,34.86187054468327,35.25084689074734,26079300
2020-04-30,34.764625549316406,35.484230619463645,34.14226641273126,35.231394901755266,25563200
2020-05-01,32.08070373535156,33.21845343887273,31.604207891855477,32.926723031012436,26388900
2020-05-04,32.30436325073242,32.430777409121866,30.816533746245113,31.31247691440755,18849000
2020-05-05,33.18928146362305,34.24923812132817,33.04341440512422,33.36432045000029,18649400
2020-05-06,32.537750244140625,33.996406152737464,32.47940638191118,33.85054278761007,18055100
2020-05-07,33.71440124511719,34.41455732627622,33.51991674217667,33.73385043732206,15240800
2020-05-08,35.38698959350586,35.49395828048246,34.463173499089436,34.91049743640555,12851900
2020-05-11,35.37726593017578,35.9412775701214,34.42427793129606,34.58959047263329,14214100
2020-05-12,33.2962532043457,36.01907677324097,33.208733703116216,35.86348696100563,17276100
2020-05-13,31.55558204650879,33.44210853020445,30.573420433561374,33.03368676231736,24326900
2020-05-14,32.62527084350586,32.66416922600198,29.737132715139502,30.592876727507583,32202500
2020-05-15,33.02396011352539,33.05313574644871,31.37081644739543,31.750069998976013,22057500
2020-05-18,36.06769561767578,36.68033208761674,35.280020156323125,35.425887219017376,18280500
2020-05-19,34.98828125,36.51500697495285,34.94938288144707,35.882925178954416,18037400
2020-05-20,36.78730773925781,37.08876095190464,36.25246421445692,36.359432919417095,17601100
2020-05-21,35.92182922363281,37.02068431027077,35.53285656513028,36.69005551028915,17467900
2020-05-22,36.164939880371094,36.242736640716615,35.37726808441807,35.86348670791646,12755600
2020-05-26,37.574974060058594,38.664102721487545,37.38048587170073,38.61548160178649,13527700
2020-05-27,39.15032196044922,39.18922034065036,36.68033417053621,38.6641033365961,17961000
2020-05-28,38.994728088378906,40.4825594449267,38.693274947096974,39.63653645664645,16599200
2020-05-29,39.41287612915039,39.72405571743884,37.65276727843511,38.78079421336905,21869300
2020-06-01,39.9671630859375,40.219998807767475,38.994725991782786,39.20866333955382,11573400
2020-06-02,40.939613342285156,40.96878898698597,39.80186335692004,40.35615238202935,12075500
2020-06-03,42.59274673461914,43.010895008892724,41.7175555190526,41.83424693921747,13047800
2020-06-04,42.232948303222656,42.93310428108454,41.32858140166891,42.14542880598992,14517800
2020-06-05,45.480892181396484,46.297739647684345,44.634872783669216,44.67376745573714,19893800
2020-06-08,47.14375686645508,47.23127636628203,45.63647988903862,45.89903838851947,11919400
2020-06-09,46.11297607421875,46.80340939278201,45.48089404002658,45.86014400245268,16122200
2020-06-10,45.36418914794922,46.79366906631645,45.00438477426883,46.3852472923695,19500600
2020-06-11,37.4971809387207,42.36908983069863,37.215173251618914,42.07735940349669,33437300
2020-06-12,38.78079605102539,40.61870174067994,36.680331875769696,40.29779568842738,29234100
2020-06-15,39.869930267333984,40.33669973751239,35.91211065707271,36.398329318869465,26172300
2020-06-16,42.164878845214844,43.224835573263455,40.12275843847387,43.16648800408104,24862500
2020-06-17,41.59113693237305,42.75806224254819,41.34802764731795,42.63164437564462,14325400
2020-06-18,41.67866134643555,41.90232146995846,40.784017142790184,40.988231785618694,11666500
2020-06-19,40.96878433227539,43.27345968585838,40.404768919828896,43.19566292156759,18463300
2020-06-22,41.756446838378906,41.93148580936968,40.21999818246917,40.69649027384723,10016400
2020-06-23,42.317176818847656,43.32959319729384,42.171153333329755,42.93046654554726,10428500
2020-06-24,39.104698181152344,41.703892268100006,38.29671153937789,41.43131899813257,21619800
2020-06-25,40.350746154785156,40.467562713294285,38.01439270341385,38.85158608538076,15448400
2020-06-26,37.517921447753906,39.971091582075054,37.23561134629908,39.88347823036602,21054100
2020-06-29,39.04628372192383,39.15336711698774,37.05065044787856,37.96572031868842,14988500
2020-06-30,40.701202392578125,41.32422903294193,38.87105885136067,38.939202158054734,15209500
2020-07-01,41.460514068603516,41.995927335195965,40.88616071008722,41.0808574561749,14461100
2020-07-02,42.10301208496094,43.52429206409583,41.83043885979306,42.94993868711232,14654400
2020-07-06,44.04024887084961,44.23494195323711,43.47562853403483,43.83581519269072,10834800
2020-07-07,42.69683837890625,44.26414195604977,42.56055175716019,43.378275201168464,11186600
2020-07-08,43.64110565185547,43.728715277769965,42.26849542936397,43.0667523629412,9959600
2020-07-09,42.93047332763672,44.0597101583049,41.41184666329141,43.96236362826864,15521500
2020-07-10,44.24467468261719,44.37122814511661,42.26850740278344,42.91100788307335,11063700
2020-07-13,43.11542892456055,46.386322230216464,42.803915630072495,45.28628882019413,15115300
2020-07-14,44.78981018066406,44.9163636120177,41.9277805082987,42.46319372990542,16153900
2020-07-15,45.98720169067383,46.51287812390671,44.92610823007022,46.26950809820434,17449000
2020-07-16,45.529666900634766,45.753566888721686,44.81902683926358,45.11107014052773,10726900
2020-07-17,45.88011169433594,46.28897149628625,45.1013284666701,45.98719508442712,8613000
2020-07-20,47.02882385253906,47.38901044120798,45.4809903817061,45.83144380355987,7721300
2020-07-21,47.330604553222656,48.18726813768154,46.902274617759275,47.9731013131838,10400800
2020-07-22,48.11912155151367,48.2943482662737,47.13590457274555,47.19431471550951,8224500
2020-07-23,46.464210510253906,48.32355758412465,45.77304044447939,47.96337094208519,14700400
2020-07-24,45.50045394897461,46.00666024897063,44.82875041490416,45.54912720318216,12917900
2020-07-27,46.48366165161133,46.60047819084245,45.48097862002162,45.8411651155439,7674800
2020-07-28,45.67568588256836,46.70757615645964,45.50046287575028,46.18189599540944,9458700
2020-07-29,47.28192138671875,47.58370151135982,46.016398180713026,46.05533827038245,8089100
2020-07-30,46.77571105957031,46.99961100342676,44.9261013745918,45.90931449444238,12924300
2020-07-31,47.904945373535156,47.94388546109621,45.6659423282105,47.65184223145059,12533800
2020-08-03,48.87843322753906,49.25808985915225,48.43063328838155,48.71294339879762,6819100
2020-08-04,49.433319091796875,49.462526020472474,48.4695758567366,48.47930902394051,7112100
2020-08-05,50.33865737915039,50.51388410223704,49.978470765486506,50.09528734303359,7009200
2020-08-06,51.37054443359375,51.448420909209425,49.95899757031592,50.11475423507908,7614400
2020-08-07,51.46788024902344,51.5749636300575,50.45546399545372,50.932467057384144,10639200
2020-08-10,51.9643669128418,52.05198026723872,50.766986878438345,51.73073006327275,8010400
2020-08-11,50.6988410949707,52.85996420866509,50.29971072279694,52.56792094611521,11505800
2020-08-12,52.73340606689453,53.16173961308989,51.87674640156626,51.886479566920144,8178000
2020-08-13,52.52898406982422,53.161747605361036,52.03251086445006,52.40243433354228,8707900
2020-08-14,52.48030471801758,52.78208484377095,51.96436152535566,52.28560798248416,7373100
2020-08-17,52.95730972290039,53.20067970560943,52.80155308250785,53.00598297673595,4216900
2020-08-18,53.28830337524414,53.55113973960033,52.392699734269875,53.20069001594809,5337200
2020-08-19,52.636070251464844,53.79451026752049,52.382967052006265,53.551140235392936,7030800
2020-08-20,53.122806549072266,53.37591344411641,51.72099660028375,51.77940302719261,5167800
2020-08-21,53.66795349121094,53.794503217589515,52.8112900506013,52.97677986826475,5034200
2020-08-24,55.332611083984375,55.371551180675716,54.456477476089184,55.00162768917197,5616700
2020-08-25,55.90695571899414,55.955628975436305,55.03082224890944,55.67331888912774,5438400
2020-08-26,57.58134841918945,57.7468382508741,55.94590158197597,56.23794486429299,5616200
2020-08-27,57.96100997924805,58.759263418345526,57.084876344369285,58.07782655938784,8807600
2020-08-28,59.0999755859375,59.15838572841976,57.90259551654011,58.53535906273642,5447600
2020-08-31,58.4088020324707,59.46016225155036,58.35039189356685,58.9734222346131,6578200
2020-09-01,60.092918395996094,60.15132853135269,58.42826853041275,58.90527163846507,4946300
2020-09-02,62.711585998535156,63.23726614159523,60.55046271073019,61.19295942551521,8019200
2020-09-03,56.25741195678711,62.02041196539756,54.758251815826235,61.757571911057795,17626100
2020-09-04,54.85559844970703,57.41585197981292,51.0687617102853,56.53972217702493,15625400
2020-09-08,50.30945587158203,52.665276118697435,50.17316924089366,51.95463603472794,14560300
2020-09-09,53.28830337524414,54.524619859097776,51.86701957849359,52.314823255746695,9799900
2020-09-10,50.54308319091797,54.59276382619733,50.03687682503979,54.25204357533763,13450600
2020-09-11,50.56254959106445,51.90595302362476,49.1996798265166,51.37053976921198,12786100
2020-09-14,52.59712219238281,53.44405244971271,51.89621913116713,52.12985224706188,6927400
2020-09-15,53.34671401977539,54.26178778104794,52.850240753567796,53.84319099951523,6438100
2020-09-16,52.75288772583008,54.7485249941006,52.60686793218505,54.028148052776146,7319800
2020-09-17,51.38026809692383,52.207728242671635,50.017398460712165,50.28997164524827,10835800
2020-09-18,49.618282318115234,51.78914251442628,48.3332888719897,51.759935585969856,9865600
2020-09-21,47.904945373535156,47.96335550487674,45.54912577905847,47.36953216692965,12802200
2020-09-22,49.39438247680664,49.63775250460942,47.4376853736944,48.6155954170122,8509100
2020-09-23,45.948265075683594,49.76430558524897,45.70489503154706,49.64748900385244,8842600
2020-09-24,46.28897476196289,47.69078838419039,44.711938150488564,45.30576156395642,9661000
2020-09-25,48.52798843383789,48.88817879604908,45.48099795919095,45.889857877118374,6858500
2020-09-28,50.97141647338867,51.28292979512492,50.046609674814064,50.513879657418435,6069400
2020-09-29,50.09528732299805,51.20505409308166,49.77404080648902,50.85460436058055,6052300
2020-09-30,51.26346206665039,52.791825531015824,50.31918517857207,50.45547551233549,8486600
2020-10-01,52.197998046875,52.99625137252773,51.302398203862325,52.51924823851972,6991300
2020-10-02,50.79618835449219,51.701525081114596,49.50145812975181,49.75456501758797,10064900
2020-10-05,53.395381927490234,53.51220221307545,51.75020189758311,51.75020189758311,4891600
2020-10-06,51.16611099243164,54.55382100345454,50.8935340626724,53.52193084932873,10028800
2020-10-07,53.76530075073242,54.21310066611755,52.597123990723425,52.60686087044528,5798700
2020-10-08,55.18658447265625,55.25472778126549,54.3493947220954,54.79719466825088,5091900
2020-10-09,56.67601013183594,56.948583359585854,55.770673381344594,56.111389916031996,5502300
2020-10-12,59.47963333129883,60.21948029566722,57.80525006460619,58.06809014035297,6378500
2020-10-13,58.27251434326172,59.40175101311257,57.7468342434523,59.36281092123079,5169000
2020-10-14,57.23089599609375,59.17785619697302,56.79282920818954,58.56456269390712,5897400
2020-10-15,56.99726104736328,57.24063108062575,54.8166676289095,55.098974045209644,7109000
2020-10-16,56.86096954345703,58.57429279664428,56.783093070532544,57.698162980202454,6134400
2020-10-19,54.30071258544922,57.8441791504193,53.80423942512863,57.51319951922654,9448100
2020-10-20,54.865333557128906,56.55918668258244,54.553820253286155,54.94321002632385,9544600
2020-10-21,54.534358978271484,55.984842336280884,54.437008734206756,54.86534238102734,7263400
2020-10-22,55.46889114379883,55.770671287141255,53.59981128621516,54.680370990019206,7287500
2020-10-23,55.994571685791016,56.150328341812106,54.767984770284755,56.14059146194926,5553100
2020-10-26,52.96704864501953,54.69010875549542,51.11743508999163,54.28124520907034,11198300
2020-10-27,52.373233795166016,53.26883750640432,52.26615037945502,53.10334394206944,7055700
2020-10-28,47.02882385253906,49.8713838946298,46.775716952963876,49.55013740028504,15880400
2020-10-29,48.40142822265625,49.871381432262936,46.31818155508643,47.11643488165932,9193000
2020-10-30,46.86333084106445,48.26514454441221,45.15000752017833,47.642114168739965,13455500
2020-11-02,48.479312896728516,49.394386655338316,47.18458617032655,48.479312896728516,10792600
2020-11-03,51.0006217956543,52.0033051093572,49.78377167182772,49.98820160138294,10203400
2020-11-04,54.407798767089844,56.452109076415404,52.665268606623314,53.22015193158257,14289200
2020-11-05,57.6008186340332,58.554832447964706,56.97779193283618,57.153018656739356,9589200
2020-11-06,57.57160949707031,58.243313107463294,56.34502626942539,57.503466190730684,7842400
2020-11-09,59.77167510986328,64.59039826999941,59.48936501094321,64.50278863260863,15828600
2020-11-10,59.4893684387207,60.06372183596576,57.746838199710766,59.21679520393723,10254000
2020-11-11,60.75489044189453,61.27083368575363,60.02478039634371,60.69648030137905,6479100
2020-11-12,59.04155731201172,60.677003838091515,58.04860737021105,60.258407184777575,8259300
2020-11-13,61.44606018066406,61.87439378256199,59.78141017382906,60.07345344833019,6005800
2020-11-16,63.762935638427734,63.80187572701168,62.26377564972713,62.993885599785465,6675900
2020-11-17,62.74079132080078,63.46117196348938,61.56288496991143,62.42927797671468,5704100
2020-11-18,60.51151657104492,63.227522945151684,60.47257647984911,62.91600964264817,6593600
2020-11-19,61.22216033935547,61.465530354196936,59.40175366813014,60.112393665843435,6654200
2020-11-20,59.98583984375,61.212426790469245,59.946903463902615,61.095606510332,5352700
2020-11-23,61.09560775756836,61.71863812375746,59.74247105004103,60.97879118857806,7247900
2020-11-24,63.957637786865234,64.30809120709985,62.00094447526429,62.47795134470181,6838000
2020-11-25,63.68506622314453,63.96737634278771,63.091242769250904,63.95763946223071,4655800
2020-11-27,64.23021697998047,64.50279020570581,63.66559676837035,64.32756349958761,2806700
2020-11-30,63.36381912231445,63.92843938934873,61.85492935262999,63.79215276310792,6640300
2020-12-01,65.40811157226562,66.31344810319112,64.78508508077513,65.20368170103234,6031700
2020-12-02,65.80723571777344,65.95325917922837,64.49303941880264,64.80455267061099,4510900
2020-12-03,65.75857543945312,66.61523514576074,65.18421839075589,65.81698186143282,5734200
2020-12-04,67.52056884765625,67.52056884765625,66.09928903460592,66.13822912323144,3693900
2020-12-07,67.08251953125,67.38429599582504,66.36213888533071,67.0533088885257,5499000
2020-12-08,67.617919921875,67.99757652778364,66.30372340703255,66.34266349828766,4139500
2020-12-09,65.85591888427734,68.15333211792972,65.33997570865466,68.10465515050542,7367600
2020-12-10,65.73910522460938,66.36213184952149,64.54172894710084,65.01873208212909,6084100
2020-12-11,65.4957275390625,65.6806910997029,63.89922107150151,64.7948208114382,6074500
2020-12-14,64.62934875488281,67.41350267241408,64.51252845918022,66.8196791666219,6322200
2020-12-15,67.22852325439453,67.26746334380658,65.31076655646159,66.14795991116392,5789800
2020-12-16,67.55951690673828,68.12413711782669,66.86834696298385,67.41349341393081,4884700
2020-12-17,68.7374267578125,68.84451015721764,68.07546002833682,68.5524631721012,4843000
2020-12-18,67.86128997802734,68.98079346458276,66.69311694766003,68.90291328200814,8421500
2020-12-21,67.17984771728516,67.67631710208906,63.96736118459345,65.58334132918898,8951500
2020-12-22,66.814208984375,67.42853005798338,66.16089024718573,67.36027298752275,4767900
2020-12-23,66.93121337890625,68.10133652154933,66.9019614162594,67.32125690627444,4395400
2020-12-24,67.76980590820312,67.76980590820312,66.94096804326132,67.26275451865597,2141500
2020-12-28,69.48599243164062,69.72001557569861,68.90093085176485,69.28122125065718,3672000
2020-12-29,69.11543273925781,70.51958617802761,68.75464868696169,70.41232404370714,4877600
2020-12-30,69.34947204589844,70.01254376037832,69.14470088341419,69.60299399594888,3954000
2020-12-31,70.45134735107422,70.86088973013555,68.95943765630655,69.28122414248128,4344600
2021-01-04,67.53578186035156,71.30943386690095,65.30279027038802,71.23143111225495,10399100
2021-01-05,68.90092468261719,69.58349522478035,67.17498462113741,67.17498462113741,5779400
2021-01-06,70.16854858398438,72.07975331901973,67.71128747878464,68.04281957796726,10308400
2021-01-07,73.23039245605469,73.74719697533193,71.49470654623238,71.64097380099011,6081900
2021-01-08,74.478515625,74.64428912543605,72.12851649390278,74.18598859494813,8231200
2021-01-11,73.08412170410156,74.11773813265742,72.44055622920948,72.56731720955426,5204200
2021-01-12,73.05487060546875,73.69844352742489,71.68972200936352,73.16213275912811,5294700
2021-01-13,73.63018035888672,74.26400009441883,72.52830695173466,73.04511884895734,4337700
2021-01-14,72.79158020019531,74.42000355135653,72.66481180555057,74.12746911390228,4815300
2021-01-15,71.20215606689453,72.35278013907582,70.11979647915598,71.85548199968403,7941200
2021-01-19,72.90859985351562,73.24989256574253,71.86523776851068,72.76234005051666,4525700
2021-01-20,75.92167663574219,76.47748619358545,74.12747954972092,74.34200384212724,4339500
2021-01-21,76.11669158935547,76.5749921156401,75.54138322790746,76.3214627403519,3733800
2021-01-22,75.30735778808594,76.0289333606229,74.71254317954077,74.96606510752439,4572900
2021-01-25,76.20446014404297,76.43848326991872,72.72333545886443,75.83391546865691,6982100
2021-01-26,75.83390808105469,77.05278925879702,75.73639907472736,76.79926733023805,4137300
2021-01-27,70.2953109741211,73.77644272310337,68.88141179856187,73.75693645836643,9762600
2021-01-28,71.98224639892578,74.49801893049461,71.1729075129663,71.38743179015655,6690500
2021-01-29,67.79904174804688,71.53369525872824,66.73618098988058,70.92912754928749,11141400
2021-02-01,71.09490203857422,71.74822053802103,68.5108725580992,69.76875877552575,6123600
2021-02-02,74.1274642944336,75.09282341159302,73.04510480092698,73.07435675487861,5584900
2021-02-03,74.31275177001953,75.38536579097175,73.53267222726375,74.72229408792589,5206000
2021-02-04,76.78952026367188,76.8382784904173,74.86856218549231,74.97582433276351,3503600
2021-02-05,77.70613098144531,78.1644315875251,77.01380722483225,78.04741629252756,4033400
2021-02-08,79.42228698730469,79.44179325038502,78.1254031919274,78.700711481984,4063700
2021-02-09,79.22728729248047,79.63682963824473,78.61297377383409,78.85675004242633,4079200
2021-02-10,79.12977600097656,80.50467024784125,77.61836020331559,80.47541828676387,6039900
2021-02-11,79.51981353759766,80.12437385970678,77.95963962896114,79.87085192309482,5392100
2021-02-12,80.71919250488281,80.85570661276203,78.97375362332893,79.00300558366577,3949200
2021-02-16,80.52418518066406,81.65530328766366,80.04637830010951,81.55779426042503,6154500
2021-02-17,80.54365539550781,80.69967573522966,78.68120908669862,79.35402634323613,4777300
2021-02-18,79.49056243896484,80.00737437785149,77.69637267194403,78.82749069040034,5171700
2021-02-19,79.0517578125,80.52416836657663,78.79822844304897,80.40715309464684,5124000
2021-02-22,77.26732635498047,78.83724616751786,77.10156027277753,77.31608458596324,4351800
2021-02-23,77.49159240722656,78.39844031813993,73.16212400164524,75.87291460173068,6583100
2021-02-24,80.03663635253906,80.37792168358513,76.19471949586035,76.83829249680059,6382600
2021-02-25,74.28349304199219,80.16337451443539,73.33764008005765,79.26627977424475,13883600
2021-02-26,73.14263153076172,76.17520881679164,71.88474512959351,75.53163591595442,12274600
2021-03-01,78.4179458618164,79.20778600637865,76.09719853504176,76.09719853504176,6432600
2021-03-02,76.64324188232422,78.74947198862965,76.47747583862235,78.65196298877325,8959700
2021-03-03,73.55217742919922,76.79927917288681,73.50341919878676,76.16545937483208,11587200
2021-03-04,70.84139251708984,75.04409344459468,68.03308484923963,73.44492155127423,13825200
2021-03-05,74.67353057861328,75.36585412363122,68.52061396735544,72.90858575593137,11367200
2021-03-08,73.62042236328125,77.08204784753751,73.40589808793554,75.346354819495,11133000
2021-03-09,76.68226623535156,78.33019627294216,75.6681560152544,75.99969562541197,7307700
2021-03-10,78.13514709472656,79.25651913345922,77.33556143431412,78.24240922083331,10854700
2021-03-11,80.50467681884766,81.83082038531377,79.48082090026391,79.77334797437567,6294700
2021-03-12,80.89471435546875,80.97272454522891,79.11027032187592,79.66607990486011,4387100
2021-03-15,82.36712646484375,82.48413431200504,79.6075773308834,81.0409829742996,4397700
2021-03-16,82.04532623291016,83.19595032009063,81.47976360170313,82.73764982374908,5613900
2021-03-17,82.73766326904297,83.36172991542335,80.36815766375264,81.10923959612732,6306200
2021-03-18,79.20777893066406,82.4841247418884,78.77873036895569,81.07022553001914,7681300
2021-03-19,78.77873992919922,80.00737440717282,77.3355811443377,79.02251619803343,5342600
2021-03-22,80.65093231201172,81.53828141815194,79.04200760095634,79.04200760095634,4675500
2021-03-23,78.67147064208984,81.15799133451397,78.18391814863105,80.23163713326586,6476200
2021-03-24,77.5013427734375,80.69968573964434,77.49158964113097,79.65632376665052,6981000
2021-03-25,78.83724212646484,79.3247946534553,75.35611738133142,76.59450496598544,9654100
2021-03-26,82.52314758300781,82.8546872082197,79.1785365635108,79.57833325281602,7596900
2021-03-29,82.4743881225586,83.07894850115909,80.64118584045065,81.63579717211799,6790300
2021-03-30,81.90882873535156,82.26962030203485,80.75820441506221,81.62604736245841,6451500
2021-03-31,82.83515930175781,83.8492693030115,82.20134706050185,82.21109275321095,5711800
2021-04-01,85.36070251464844,85.50696976954198,83.9272968077226,84.08331719679882,5257200
2021-04-05,89.16360473632812,89.52438882974957,87.26214549800576,87.31090372442205,6772500
2021-04-06,88.89057922363281,89.70966388819238,88.5200345463178,88.74431197940115,4874200
2021-04-07,89.22210693359375,89.52438710104735,88.55903524022469,88.87106854066538,4245400
2021-04-08,90.50924682617188,90.58725701252483,89.51464298828463,90.17771469336307,4374900
2021-04-09,92.44969940185547,92.6252185932304,90.39222732941734,90.48974377753935,4825000
2021-04-12,92.55695343017578,92.79098395780215,91.65985872598753,92.05965529775438,4585000
2021-04-13,93.4150619506836,93.88310818445981,92.26443775341434,92.55696478965929,4530900
2021-04-14,92.5374755859375,94.16589931936805,92.05967616942885,93.45406932217386,6974200
2021-04-15,95.4627914428711,95.64805635432779,94.00013378268245,94.00988691679962,5868800
